Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG	log2FC	p_value	neg_log10_p	p_adj_fdr	regulate	color
P39662	26.584490278706784	26.585729037904155	26.475205653996316	27.269561626788743	27.194486011864367	27.19265377066352	14	16	15	16	16	16	No	No	No	No	No	No	HMP_CUPNH	Flavohemoprotein (FHP) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	hmp fhp PHG200	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	403	cellular response to nitrosative stress [GO:0071500]; nitric oxide catabolic process [GO:0046210]; response to toxic substance [GO:0009636]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; FAD binding [GO:0071949]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide dioxygenase NAD(P)H activity [GO:0008941]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; cellular response to nitrosative stress [GO:0071500]; nitric oxide catabolic process [GO:0046210]; response to toxic substance [GO:0009636]	FAD binding [GO:0071949]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide dioxygenase NAD(P)H activity [GO:0008941]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]	GO:0005344; GO:0005737; GO:0008941; GO:0009636; GO:0019825; GO:0020037; GO:0046210; GO:0046872; GO:0071500; GO:0071949	reh:PHG200	0.6704254795697935	0.00011355906296111268	2.941942102647269	0.0011430307061499583	no_keep	gray
P40289	25.209359830396625	25.19918649633504	25.182186259928788	25.07922787079078	25.100426239097757	25.098075356032066	12	12	13	12	12	13	No	No	No	No	No	No	Y669_CUPNH	Putative tyrosine-protein phosphatase H16_A0669 (EC 3.1.3.48)	H16_A0669	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	273			histone H2AXY142 phosphatase activity [GO:0140793]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]	histone H2AXY142 phosphatase activity [GO:0140793]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]	GO:0004726; GO:0030946; GO:0140793	reh:H16_A0669	-0.1043343735799489	0.0005518384222251597	2.491923974024976	0.0032216327089504824	no_keep	gray
P45805	24.865971720974656	24.888595035975023	24.932496223223257	21.814579734734792	21.411443056630052	21.904551627141007	8	8	8	2	3	3	No	No	No	No	No	No	HYPF1_CUPNH	Carbamoyltransferase HypF homolog	hypF1 hypF PHG014	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	394	protein maturation [GO:0051604]		carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]; protein maturation [GO:0051604]	carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016743; GO:0051604	reh:PHG014	-3.185496187222366	3.133790443782167e-05	3.2993709384142207	0.0005019137132261312	downregulate	blue
P46368	20.40869213037897	21.62538860172838	21.662682419444604	22.28949291606697	22.432045759528744	22.469427901185025	0	2	2	3	3	3	Si	No	No	No	No	No	DHA2_CUPNH	Acetaldehyde dehydrogenase 2 (EC 1.2.1.3) (Acetaldehyde dehydrogenase II) (ACDH-II)	acoD H16_B1960	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	506	acetoin catabolic process [GO:0045150]; ethanol catabolic process [GO:0006068]		aldehyde dehydrogenase (NAD+) activity [GO:0004029]; acetoin catabolic process [GO:0045150]; ethanol catabolic process [GO:0006068]	aldehyde dehydrogenase (NAD+) activity [GO:0004029]	GO:0004029; GO:0006068; GO:0045150	reh:H16_B1960	1.1647344750762656	0.048670021490583366	1.0588919199395745	0.08731886461647992	upregulate	red
P50319	29.42095415761021	29.185668650179096	29.177464428208356	23.20732339562278	23.147137221912697	23.22926997764091	17	20	21	4	4	2	No	No	No	No	No	No	PGKC_CUPNH	Phosphoglycerate kinase, chromosomal (EC 2.7.2.3)	cbbKC cbbK2 H16_B1385	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	413	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]	cytosol [GO:0005829]	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]	GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0019253; GO:0043531	reh:H16_B1385	-6.066785546940423	2.1525386315823167e-07	4.377906209594716	4.188840177059188e-05	downregulate	blue
P50320	27.11122116267268	27.05839705142397	27.088951371732147	21.546397510860075	21.9000415095484	21.643217207385824	12	13	13	4	3	3	No	No	No	No	No	No	PGKP_CUPNH	Phosphoglycerate kinase, plasmid (EC 2.7.2.3)	cbbKP PHG417	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	412	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]	cytosol [GO:0005829]	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]	GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0019253; GO:0043531	reh:PHG417	-5.389637786011495	9.164696895217074e-07	4.15468330308169	7.003525220251922e-05	downregulate	blue
P50321	31.48680044705824	31.335235337699963	31.282616133902582	25.30894294904814	25.044750075340293	25.184594534503972	28	28	28	5	6	6	No	No	No	No	No	No	G3PC_CUPNH	Glyceraldehyde-3-phosphate dehydrogenase, chromosomal (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	cbbGC cbbG2 H16_B1386	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	336	glucose metabolic process [GO:0006006]; reductive pentose-phosphate cycle [GO:0019253]		glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; reductive pentose-phosphate cycle [GO:0019253]	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]	GO:0004365; GO:0006006; GO:0019253; GO:0050661; GO:0051287	reh:H16_B1386	-6.1887881199227905	3.7391554801130143e-07	4.2407459817704165	5.7445236033946785e-05	downregulate	blue
P52992	29.61062644432398	29.57493701235387	29.57112317094784	29.686552976874214	29.651530113604977	29.632548037331254	38	38	41	42	45	41	No	No	No	No	No	No	DLDH_CUPNH	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of 2-oxoglutarate dehydrogenase complex)	odhL H16_A2323	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	474	2-oxoglutarate metabolic process [GO:0006103]; pyruvate metabolic process [GO:0006090]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; 2-oxoglutarate metabolic process [GO:0006103]; pyruvate metabolic process [GO:0006090]	dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]	GO:0004148; GO:0005737; GO:0006090; GO:0006103; GO:0050660	reh:H16_A2323	0.07131483339491496	0.024260482955873925	1.2928611275516355	0.050949376360609915	no_keep	gray
P52993	29.40103616509155	29.40299140195477	29.498786723264615	29.54613274442795	29.5440935593586	29.47386199271976	31	31	33	33	32	32	No	No	No	No	No	No	ODO2_CUPNH	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	sucB odhB H16_A2324	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	416	L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]	cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]	dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]	GO:0004149; GO:0005829; GO:0006099; GO:0033512; GO:0045252	reh:H16_A2324	0.08709133539845837	0.0954158933392237	0.8276829616178286	0.14870207830069085	no_keep	gray
P55818	19.347059470839984	20.18626623355973	20.290461174635254	34.858438926988626	34.85247278954498	34.8997167475096	0	0	0	51	50	52	Si	Si	Si	No	No	No	MTDA_METEA	Bifunctional protein MdtA [Includes: NADP-dependent methylenetetrahydromethanopterin dehydrogenase (EC 1.5.1.-); Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5)]	mtdA MexAM1_META1p1728	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) (Methylobacterium extorquens)	288	formaldehyde catabolic process [GO:0046294]; one-carbon metabolic process [GO:0006730]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; formaldehyde catabolic process [GO:0046294]; one-carbon metabolic process [GO:0006730]	methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]	GO:0004488; GO:0005737; GO:0006730; GO:0046294	mea:Mex_1p1728	14.928947195002745	9.627126515602078e-07	4.153329217173912	7.025395574760617e-05	upregulate	red
Q0JY21	25.650074117244532	25.66644263281909	25.594900079035575	25.24353373652269	25.297683842413953	25.34531047080736	13	15	15	14	13	13	No	No	No	No	No	No	RF3_CUPNH	Peptide chain release factor 3 (RF-3)	prfC H16_B2571	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	533	regulation of translational termination [GO:0006449]	cytosol [GO:0005829]	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]	GO:0003924; GO:0005525; GO:0005829; GO:0006449; GO:0016149; GO:0016150	reh:H16_B2571	-0.3416295931184017	0.000726216896642843	2.4076988422731658	0.0039111201500008465	no_keep	gray
Q0JY24	26.21269685596213	25.889555357574935	26.23659255432914	26.797214944166736	26.782416489001612	27.05882064468732	5	5	6	6	6	5	No	No	No	No	No	No	Q0JY24_CUPNH	Small-conductance mechanosensitive channel	mscS5 H16_B2568 E6A55_32140	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	312		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; mechanosensitive monoatomic ion channel activity [GO:0008381]	mechanosensitive monoatomic ion channel activity [GO:0008381]	GO:0005886; GO:0008381	reh:H16_B2568	0.7665357699964837	0.005913364101451096	1.7646649973399242	0.017192340450334413	no_keep	gray
Q0JY25	26.020092080220135	26.089208429033597	26.12435162193337	26.353575375538213	26.395299645409377	26.32127252307839	21	21	23	24	21	21	No	No	No	No	No	No	Q0JY25_CUPNH	Phosphogluconate dehydratase (EC 4.2.1.12)	edd2 edd H16_B2567 E6A55_32135	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	618	D-gluconate catabolic process [GO:0046177]; Entner-Doudoroff pathway through 6-phosphogluconate [GO:0009255]	cytosol [GO:0005829]	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; phosphogluconate dehydratase activity [GO:0004456]; D-gluconate catabolic process [GO:0046177]; Entner-Doudoroff pathway through 6-phosphogluconate [GO:0009255]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; phosphogluconate dehydratase activity [GO:0004456]	GO:0004456; GO:0005829; GO:0009255; GO:0046177; GO:0046872; GO:0051539	reh:H16_B2567	0.27883180427962984	0.0017253649578592284	2.1485311669191294	0.007103441906898572	no_keep	gray
Q0JY26	25.801305850825557	25.802702120384534	25.84410036321813	25.620977656915432	25.64079104759281	25.542613377776856	10	11	11	11	11	11	No	No	No	No	No	No	Q0JY26_CUPNH	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf3 zwf H16_B2566 E6A55_32130	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	485	glucose metabolic process [GO:0006006]; pentose-phosphate shunt, oxidative branch [GO:0009051]	cytosol [GO:0005829]	cytosol [GO:0005829]; glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; pentose-phosphate shunt, oxidative branch [GO:0009051]	glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	reh:H16_B2566	-0.2145754173810417	0.002918420765520046	1.9855452099022386	0.010338434726399288	no_keep	gray
Q0JY27	26.146190702022626	26.168078009707013	26.14059871866471	26.1382277038188	26.09341679617428	26.052580879246733	5	7	8	7	8	7	No	No	No	No	No	No	Q0JY27_CUPNH	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl H16_B2565 E6A55_32125	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	226	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]		6-phosphogluconolactonase activity [GO:0017057]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	6-phosphogluconolactonase activity [GO:0017057]	GO:0005975; GO:0006098; GO:0017057	reh:H16_B2565	-0.05688068371817678	0.09495252271463875	0.8291010039131225	0.14821733358504305	no_keep	gray
Q0JY28	26.13733256229844	26.11474200174123	26.10303696108182	25.8919120338156	25.88212020870621	25.92852598557404	9	10	10	9	9	8	No	No	No	No	No	No	Q0JY28_CUPNH	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk H16_B2564 E6A55_32120	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	337	glycolytic process [GO:0006096]	cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; D-glucose binding [GO:0005536]; glucokinase activity [GO:0004340]; glycolytic process [GO:0006096]	ATP binding [GO:0005524]; D-glucose binding [GO:0005536]; glucokinase activity [GO:0004340]	GO:0004340; GO:0005524; GO:0005536; GO:0005829; GO:0006096	reh:H16_B2564	-0.2175177656752112	0.0002324867713902946	2.7435555035766637	0.0018048640576815687	no_keep	gray
Q0JY29	24.13393209384586	23.909845551482928	23.93783832262162	23.995052277399083	23.944512043152827	24.00203532677759	3	2	3	2	3	3	No	No	No	No	No	No	Q0JY29_CUPNH	Response regulator transcription factor (Response regulator, OmpR-family)	H16_B2563 E6A55_32115	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	237	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	reh:H16_B2563	-0.013338773540301219	0.8635100642573271	0.04936319373268618	0.8925587385152755	no_keep	gray
Q0JY30	22.615625656743426	22.908922444224594	22.86423740777852	22.54825064588998	22.68675921756528	22.575963583107	5	5	5	5	6	4	No	No	No	No	No	No	Q0JY30_CUPNH	histidine kinase (EC 2.7.13.3)	H16_B2562 E6A55_32110	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	442		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005886	reh:H16_B2562	-0.19260402072809413	0.1279865900757791	0.7229485849569651	0.1892567661758861	no_keep	gray
Q0JY31	23.901969251501335	24.227787746380542	24.401229854372563	23.417431735839923	23.675108596379346	23.494843686890572	7	7	7	5	7	7	No	No	No	No	No	No	Q0JY31_CUPNH	2-hydroxyacid dehydrogenase (Lactate dehydrogenase or related dehydrogenase (EC 1.1.1.-))	H16_B2561 E6A55_32105	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	311		cytosol [GO:0005829]	cytosol [GO:0005829]; glyoxylate reductase (NADPH) activity [GO:0030267]; hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618]; NAD binding [GO:0051287]	glyoxylate reductase (NADPH) activity [GO:0030267]; hydroxypyruvate reductase [NAD(P)H] activity [GO:0016618]; NAD binding [GO:0051287]	GO:0005829; GO:0016618; GO:0030267; GO:0051287	reh:H16_B2561	-0.6478676110481985	0.017173381700932154	1.4050795102182172	0.039347803127959935	no_keep	gray
Q0JY35	21.99059842010803	21.22055042812547	19.512215649374117	22.31800552748807	22.360423649075283	22.404673545781584	1	0	0	3	5	4	No	Si	Si	No	No	No	Q0JY35_CUPNH	3-(3-hydroxy-phenyl) propionate hydroxylase (FAD-dependent oxidoreductase)	H16_B2557 E6A55_32085	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	560	3-(3-hydroxy)phenylpropionate catabolic process [GO:0019622]		3-(3-hydroxyphenyl)propionate hydroxylase activity [GO:0008688]; FAD binding [GO:0071949]; 3-(3-hydroxy)phenylpropionate catabolic process [GO:0019622]	3-(3-hydroxyphenyl)propionate hydroxylase activity [GO:0008688]; FAD binding [GO:0071949]	GO:0008688; GO:0019622; GO:0071949	reh:H16_B2557	1.453246074912439	0.11836297257803284	0.7504696471385999	0.17763574136518143	upregulate	red
Q0JY37	26.048508545301612	26.09695815989883	26.008827727957016	26.29818323518604	26.20145144325125	26.171098303551357	11	11	11	10	10	9	No	No	No	No	No	No	Q0JY37_CUPNH	Acyl-CoA dehydrogenase (EC 1.3.99.2)	H16_B2555 E6A55_32075	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	385			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660	reh:H16_B2555	0.17214618294373096	0.020106325956751412	1.3533211712088475	0.04432807059498291	no_keep	gray
